customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4008-['R' 'A' 'Z' 'Z' 'M'],Male,0,No,Yes,68,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),67.97,4620.62,No
4699-['W' 'J' 'K' 'I' 'I'],Male,0,Yes,Yes,54,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.05,4109.25,No
2913-['A' 'Q' 'V' 'B' 'X'],Female,0,Yes,No,39,No,No phone service,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,71.4,2783.99,No
2772-['I' 'D' 'E' 'K' 'X'],Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,89.17,4372.18,Yes
1660-['C' 'L' 'Z' 'S' 'S'],Female,0,No,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.12,904.6,Yes
2132-['G' 'O' 'W' 'G' 'Z'],Male,1,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),83.99,1425.23,No
8812-['U' 'N' 'D' 'W' 'J'],Male,1,Yes,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.38,1704.9,No
9275-['O' 'R' 'T' 'M' 'H'],Male,0,Yes,Yes,15,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,66.36,996.62,No
7696-['P' 'S' 'P' 'G' 'N'],Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Bank transfer (automatic),97.89,3625.1,No
5570-['D' 'Z' 'O' 'C' 'E'],Female,0,No,Yes,40,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.15,3727.52,Yes
4607-['X' 'J' 'D' 'C' 'B'],Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,87.83,526.22,No
9120-['Q' 'W' 'U' 'X' 'T'],Male,0,No,Yes,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,87.49,4546.76,No
1278-['M' 'E' 'U' 'I' 'Y'],Female,0,No,Yes,62,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,95.57,5921.04,No
4832-['V' 'F' 'E' 'Y' 'J'],Female,1,Yes,Yes,31,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,74.1,2297.46,Yes
7534-['G' 'F' 'U' 'T' 'C'],Male,1,No,Yes,37,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,95.11,3523.97,No
9575-['S' 'V' 'O' 'D' 'L'],Male,0,Yes,Yes,21,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.22,1582.0,Yes
4109-['S' 'D' 'O' 'I' 'E'],Female,0,No,Yes,15,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,78.78,1179.97,Yes
7028-['W' 'Z' 'R' 'E' 'Y'],Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,87.97,4489.74,Yes
1205-['Y' 'P' 'O' 'V' 'D'],Female,0,Yes,No,28,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),87.98,2466.13,No
6141-['U' 'V' 'U' 'H' 'Q'],Male,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.15,1305.07,Yes
9463-['W' 'J' 'J' 'B' 'I'],Male,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Mailed check,82.38,1313.22,Yes
4722-['J' 'V' 'Y' 'Q' 'D'],Male,1,Yes,Yes,63,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,80.72,5081.54,No
6679-['T' 'O' 'Y' 'U' 'E'],Female,0,No,Yes,12,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,93.68,1127.93,No
3800-['A' 'Y' 'S' 'D' 'Q'],Female,0,No,Yes,71,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,74.81,5314.88,No
8361-['H' 'O' 'G' 'F' 'A'],Female,0,Yes,Yes,55,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,72.44,3982.15,Yes
1406-['Z' 'G' 'Y' 'Q' 'B'],Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.92,305.53,No
1680-['I' 'M' 'F' 'F' 'T'],Female,0,No,Yes,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,69.78,770.51,Yes
3292-['C' 'Q' 'Q' 'L' 'P'],Male,0,No,Yes,40,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.88,2319.58,Yes
1174-['M' 'W' 'A' 'Q' 'C'],Female,0,No,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,87.14,177.07,Yes
4171-['D' 'R' 'Q' 'S' 'K'],Male,0,Yes,No,32,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,92.15,2949.86,No
2907-['C' 'H' 'N' 'Z' 'A'],Male,0,No,Yes,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,77.23,3781.7,Yes
2293-['B' 'W' 'D' 'X' 'S'],Female,1,No,Yes,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),100.91,5550.31,Yes
5997-['Y' 'A' 'Q' 'H' 'S'],Male,0,No,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,80.75,643.34,Yes
3240-['E' 'P' 'F' 'H' 'M'],Female,0,No,No,49,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,75.42,3698.66,No
2855-['C' 'S' 'L' 'P' 'K'],Male,0,No,No,28,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Electronic check,67.98,1902.31,No
2481-['Y' 'T' 'D' 'L' 'W'],Female,0,No,No,38,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,79.04,3006.86,No
4093-['S' 'Y' 'E' 'H' 'G'],Female,0,Yes,Yes,44,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),75.87,3337.1,No
4277-['X' 'W' 'C' 'R' 'P'],Male,1,Yes,Yes,16,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,67.49,1083.08,Yes
5690-['S' 'R' 'T' 'P' 'H'],Female,1,No,No,55,Yes,No,DSL,Yes,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),72.29,3974.28,No
8291-['A' 'Q' 'L' 'U' 'K'],Male,0,No,Yes,45,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),72.19,3247.95,No
1139-['Q' 'F' 'A' 'E' 'Y'],Female,0,Yes,Yes,66,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,66.51,4390.81,Yes
7043-['N' 'E' 'V' 'X' 'A'],Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,30.93,2098.94,Yes
1049-['P' 'I' 'S' 'V' 'E'],Female,0,Yes,Yes,13,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.61,1039.41,No
9058-['B' 'O' 'G' 'D' 'A'],Female,0,No,Yes,66,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.97,5476.76,Yes
4765-['G' 'O' 'W' 'N' 'W'],Male,0,No,Yes,22,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Mailed check,70.95,1560.98,Yes
9319-['V' 'X' 'T' 'X' 'R'],Female,0,No,Yes,60,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),57.26,3438.99,No
3761-['I' 'Y' 'H' 'Z' 'J'],Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),101.41,2234.68,No
7160-['B' 'F' 'Z' 'E' 'I'],Male,0,Yes,Yes,26,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.38,504.1,No
2988-['R' 'Z' 'T' 'I' 'Q'],Male,1,Yes,No,53,No,No phone service,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),87.7,4652.37,No
4802-['Q' 'L' 'G' 'C' 'J'],Male,0,Yes,Yes,9,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.53,675.42,Yes
7241-['Y' 'C' 'P' 'B' 'X'],Male,0,Yes,No,15,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,60.36,901.53,Yes
7309-['V' 'Z' 'K' 'W' 'G'],Male,0,No,Yes,40,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,17.27,691.77,No
2518-['F' 'T' 'I' 'V' 'T'],Male,0,No,Yes,54,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),85.45,4612.84,No
4554-['O' 'B' 'U' 'B' 'V'],Female,0,Yes,No,60,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),77.5,4649.64,Yes
2742-['J' 'I' 'A' 'P' 'F'],Male,0,Yes,No,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Electronic check,67.79,3252.2,No
5195-['B' 'D' 'A' 'S' 'Z'],Female,1,Yes,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,103.6,7458.25,Yes
7409-['U' 'O' 'V' 'S' 'P'],Male,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,93.81,4787.54,No
2271-['V' 'D' 'B' 'Y' 'M'],Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),66.28,67.21,No
9475-['A' 'Q' 'M' 'D' 'G'],Female,0,No,No,49,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,84.62,4151.35,No
1816-['I' 'D' 'S' 'A' 'J'],Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Electronic check,93.81,3942.89,No
3093-['J' 'F' 'P' 'F' 'Q'],Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),68.42,476.68,Yes
5937-['R' 'V' 'R' 'C' 'T'],Male,1,Yes,No,58,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.24,4361.56,No
8674-['U' 'Y' 'O' 'O' 'D'],Male,0,Yes,No,64,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,71.39,4567.32,No
4676-['I' 'Z' 'S' 'X' 'Q'],Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.45,349.38,No
5138-['Y' 'I' 'J' 'R' 'T'],Female,0,No,Yes,3,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Mailed check,75.98,223.21,Yes
9560-['U' 'W' 'O' 'T' 'O'],Male,0,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.82,1270.1,No
6119-['A' 'Y' 'N' 'E' 'K'],Female,1,Yes,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.97,195.87,No
6039-['B' 'H' 'K' 'R' 'C'],Female,1,No,No,68,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.71,7393.68,Yes
4901-['Z' 'A' 'K' 'P' 'R'],Male,0,Yes,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.91,6179.15,Yes
2629-['P' 'W' 'J' 'R' 'F'],Male,0,No,Yes,29,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,69.99,2026.9,Yes
5370-['D' 'M' 'X' 'N' 'C'],Male,0,No,No,72,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Credit card (automatic),73.48,5294.19,No
2993-['F' 'A' 'W' 'X' 'N'],Female,0,No,Yes,5,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,68.98,348.84,Yes
1690-['N' 'J' 'Q' 'I' 'F'],Male,1,Yes,Yes,18,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),62.04,1114.28,No
8786-['Y' 'G' 'Q' 'A' 'V'],Female,0,Yes,Yes,65,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),79.57,5171.26,Yes
5744-['R' 'X' 'U' 'B' 'Z'],Male,0,No,Yes,9,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,66.33,600.32,No
5458-['F' 'Z' 'H' 'D' 'R'],Female,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.98,1637.41,Yes
6738-['E' 'O' 'R' 'B' 'V'],Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.56,1031.3,Yes
8352-['M' 'D' 'V' 'G' 'K'],Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Mailed check,91.41,2833.89,Yes
9003-['O' 'A' 'W' 'C' 'N'],Female,0,Yes,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),30.31,1398.38,No
9312-['A' 'F' 'F' 'U' 'P'],Male,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,86.88,6166.74,No
1644-['Q' 'J' 'U' 'R' 'G'],Male,0,Yes,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),27.96,1170.89,Yes
3668-['O' 'T' 'S' 'C' 'D'],Male,0,Yes,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,92.38,3235.39,Yes
1195-['L' 'X' 'J' 'W' 'Y'],Male,0,No,Yes,25,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.57,2014.64,Yes
9468-['Z' 'T' 'X' 'Y' 'M'],Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,96.95,876.1,No
3591-['W' 'E' 'D' 'N' 'J'],Male,0,Yes,No,30,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),68.27,2043.91,No
2200-['J' 'Z' 'G' 'P' 'A'],Male,0,No,Yes,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.32,796.4,Yes
8024-['U' 'I' 'F' 'S' 'M'],Female,1,No,Yes,4,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,64.03,254.05,Yes
3594-['G' 'V' 'I' 'V' 'E'],Female,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.29, ,Yes
1086-['Q' 'L' 'W' 'P' 'C'],Male,0,No,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),67.84,137.23,Yes
7968-['V' 'I' 'O' 'E' 'W'],Male,0,Yes,Yes,66,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.03,4287.38,Yes
3700-['N' 'T' 'O' 'P' 'W'],Male,0,No,Yes,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),32.91,2304.8,No
6164-['Q' 'W' 'H' 'U' 'B'],Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.88,2990.09,No
9676-['F' 'L' 'R' 'V' 'V'],Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,108.98,1524.41,No
5384-['Q' 'K' 'J' 'S' 'N'],Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,29.86,1967.91,Yes
5729-['J' 'O' 'S' 'D' 'B'],Female,0,Yes,Yes,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.78,951.0,No
8178-['N' 'G' 'W' 'O' 'V'],Male,0,No,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.37,1236.87,No
1146-['V' 'O' 'X' 'H' 'K'],Male,0,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.16,1600.68,Yes
6628-['I' 'O' 'A' 'A' 'S'],Male,0,No,Yes,39,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,96.35,3755.17,No
3242-['J' 'H' 'O' 'J' 'A'],Male,0,Yes,No,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,32.67,2088.67,No
2948-['R' 'B' 'S' 'M' 'V'],Female,0,Yes,No,28,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,70.08,1966.73,No
2920-['B' 'P' 'O' 'M' 'P'],Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.28,543.63,No
6552-['U' 'G' 'X' 'Z' 'Q'],Male,0,Yes,Yes,2,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,No,Electronic check,62.45,119.94,No
6388-['E' 'Z' 'Q' 'C' 'G'],Female,1,Yes,Yes,35,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.72,3143.02,No
1816-['G' 'U' 'A' 'Q' 'Q'],Female,0,Yes,Yes,42,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.53,3384.25,No
7314-['Y' 'C' 'O' 'U' 'K'],Male,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,No,Mailed check,92.16,1286.53,No
4893-['I' 'X' 'X' 'A' 'Y'],Female,0,Yes,Yes,40,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,98.55,3946.85,No
7773-['I' 'G' 'N' 'S' 'S'],Male,0,No,Yes,35,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.41,785.43,No
6057-['I' 'M' 'O' 'C' 'K'],Male,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,31.13,996.17,No
4764-['N' 'Y' 'H' 'R' 'S'],Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),100.83,402.14,Yes
9575-['P' 'B' 'H' 'V' 'F'],Male,0,No,No,13,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),81.06,1057.77,Yes
3763-['O' 'Y' 'H' 'D' 'O'],Female,1,No,Yes,67,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.83,4073.05,Yes
9923-['T' 'Y' 'Q' 'M' 'R'],Male,0,No,Yes,46,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,78.46,3607.02,Yes
7476-['M' 'V' 'O' 'T' 'J'],Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.91,4761.45,No
1002-['V' 'N' 'H' 'W' 'D'],Male,0,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),32.08,98.83,No
6626-['T' 'K' 'Z' 'K' 'K'],Male,0,Yes,Yes,8,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,No,Mailed check,73.87,591.92,No
1897-['Q' 'I' 'B' 'X' 'O'],Female,0,No,Yes,52,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Credit card (automatic),61.81,3215.21,No
6167-['Y' 'D' 'H' 'I' 'Z'],Male,0,No,Yes,59,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),66.72,3933.66,No
7457-['E' 'P' 'M' 'G' 'Z'],Female,0,Yes,No,45,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,83.15,3743.26,No
4792-['C' 'E' 'S' 'L' 'G'],Female,1,Yes,No,53,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),68.9,3654.35,No
4163-['I' 'F' 'Z' 'Q' 'P'],Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.2,3101.78,Yes
1990-['C' 'U' 'Z' 'D' 'J'],Male,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),88.5,1950.01,Yes
6876-['V' 'J' 'L' 'J' 'M'],Male,1,Yes,Yes,26,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),79.06,2054.05,No
7410-['V' 'P' 'H' 'H' 'Y'],Male,0,No,Yes,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,32.98,2278.2,No
8404-['B' 'L' 'J' 'L' 'K'],Male,0,No,Yes,65,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,75.18,4882.04,Yes
4278-['P' 'Q' 'Z' 'B' 'R'],Male,1,No,Yes,60,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),92.55,5553.51,No
7539-['S' 'Z' 'W' 'R' 'Q'],Female,0,No,Yes,50,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),62.46,3127.7,No
1383-['F' 'Y' 'O' 'C' 'F'],Female,1,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),29.39,1444.92,Yes
7204-['A' 'M' 'U' 'Z' 'N'],Male,0,No,Yes,18,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,71.93,1292.56,Yes
1922-['D' 'G' 'V' 'J' 'G'],Female,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),32.06, ,No
2230-['D' 'W' 'W' 'F' 'X'],Female,1,Yes,Yes,39,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.42,3096.79,Yes
4940-['T' 'L' 'A' 'H' 'A'],Male,0,Yes,No,31,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,75.38,2332.41,No
4748-['V' 'F' 'U' 'C' 'O'],Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,78.94,1661.47,Yes
3875-['X' 'N' 'R' 'P' 'F'],Female,0,No,No,65,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,72.53,4715.14,No
3103-['N' 'X' 'H' 'G' 'H'],Male,1,No,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,95.35,3717.5,Yes
5172-['F' 'R' 'B' 'H' 'K'],Female,0,Yes,No,37,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.11,2960.2,No
2205-['F' 'P' 'T' 'L' 'K'],Male,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.38,1479.33,No
1956-['J' 'C' 'M' 'C' 'O'],Female,0,No,No,54,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.19,1144.56,No
7396-['M' 'Q' 'C' 'T' 'K'],Female,0,Yes,Yes,54,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.04,5129.99,No
3964-['S' 'V' 'K' 'P' 'U'],Female,0,No,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,97.28,4862.5,Yes
3850-['V' 'F' 'N' 'X' 'R'],Female,0,No,Yes,59,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Credit card (automatic),95.75,5646.96,No
4504-['D' 'W' 'O' 'K' 'Z'],Male,0,No,Yes,7,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,87.38,612.68,Yes
9706-['P' 'E' 'U' 'J' 'S'],Male,0,No,No,67,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,66.64,4469.18,No
1067-['S' 'K' 'B' 'J' 'K'],Female,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),28.86,2052.63,Yes
8832-['T' 'P' 'S' 'W' 'X'],Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),27.23,217.44,Yes
1650-['N' 'B' 'W' 'E' 'E'],Male,0,No,Yes,1,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),76.46,79.72,Yes
